time;input thrust;input tilt;x_drone;y_drone;theta;xdot_drone;ydot_drone
8.27;50;30;-84.8299;-33.5107;158.1;-1.93644;-16.3707
8.28;50;30;-84.8492;-33.6744;158.4;-2.01298;-16.2917
8.29;50;30;-84.8693;-33.8374;158.7;-2.04327;-16.2593
8.3;50;30;-84.8898;-33.9999;159;-2.02385;-16.2769
8.31;50;30;-84.91;-34.1627;159.3;-1.9557;-16.3431
8.32;50;30;-84.9296;-34.3261;159.6;-1.84416;-16.4523
8.33;50;30;-84.948;-34.4907;159.9;-1.69846;-16.5951
8.34;50;30;-84.965;-34.6566;160.2;-1.53087;-16.7591
8.35;50;30;-84.9803;-34.8242;160.5;-1.35565;-16.9298
8.36;50;30;-84.9939;-34.9935;160.8;-1.18775;-17.0923
8.37;50;30;-85.0057;-35.1644;161.1;-1.04144;-17.2323
8.38;50;30;-85.0162;-35.3368;161.4;-0.929099;-17.3376
8.39;50;30;-85.0254;-35.5101;161.7;-0.860046;-17.399
8.4;50;30;-85.034;-35.6841;162;-0.839736;-17.4114
8.41;50;30;-85.0424;-35.8582;162.3;-0.869271;-17.3739
8.42;50;30;-85.0511;-36.032;162.6;-0.945299;-17.2902
8.43;50;30;-85.0606;-36.2049;162.9;-1.06032;-17.168
8.44;50;30;-85.0712;-36.3766;163.2;-1.20338;-17.0186
8.45;50;30;-85.0832;-36.5467;163.5;-1.361;-16.8554
8.46;50;30;-85.0968;-36.7153;163.8;-1.51843;-16.6934
8.47;50;30;-85.112;-36.8822;164.1;-1.66093;-16.5472
8.48;50;30;-85.1286;-37.0477;164.4;-1.77512;-16.4302
8.49;50;30;-85.1464;-37.212;164.7;-1.85012;-16.353
8.5;50;30;-85.1649;-37.3755;165;-1.87855;-16.3228
8.51;50;30;-85.1837;-37.5388;165.3;-1.85721;-16.3426
8.52;50;30;-85.2022;-37.7022;165.6;-1.78732;-16.4108
8.53;50;30;-85.2201;-37.8663;165.9;-1.67446;-16.5216
8.54;50;30;-85.2369;-38.0315;166.2;-1.52805;-16.6654
8.55;50;30;-85.2521;-38.1982;166.5;-1.36052;-16.8296
8.56;50;30;-85.2657;-38.3665;166.8;-1.1862;-16.9996
8.57;50;30;-85.2776;-38.5365;167.1;-1.02002;-17.1606
8.58;50;30;-85.2878;-38.7081;167.4;-0.876206;-17.2983
8.59;50;30;-85.2966;-38.8811;167.7;-0.766971;-17.4007
8.6;50;30;-85.3042;-39.0551;168;-0.70144;-17.4589
8.61;50;30;-85.3113;-39.2296;168.3;-0.684832;-17.4678
8.62;50;30;-85.3181;-39.4043;168.6;-0.717992;-17.427
8.63;50;30;-85.3253;-39.5786;168.9;-0.797324;-17.3402
8.64;50;30;-85.3333;-39.752;169.2;-0.915111;-17.2156
8.65;50;30;-85.3424;-39.9242;169.5;-1.06022;-17.0644
8.66;50;30;-85.353;-40.0948;169.8;-1.21907;-16.9004
8.67;50;30;-85.3652;-40.2638;170.1;-1.37688;-16.7383
8.68;50;30;-85.379;-40.4312;170.4;-1.51895;-16.5929
8.69;50;30;-85.3942;-40.5971;170.7;-1.63201;-16.4774
8.7;50;30;-85.4105;-40.7619;171;-1.70535;-16.4022
8.71;50;30;-85.4275;-40.9259;171.3;-1.73183;-16.3743
8.72;50;30;-85.4448;-41.0897;171.6;-1.70847;-16.3964
8.73;50;30;-85.4619;-41.2536;171.9;-1.63677;-16.4667
8.74;50;30;-85.4783;-41.4183;172.2;-1.52253;-16.5792
8.75;50;30;-85.4935;-41.5841;172.5;-1.37536;-16.724
8.76;50;30;-85.5073;-41.7513;172.8;-1.20785;-16.8883
8.77;50;30;-85.5194;-41.9202;173.1;-1.03438;-17.0578
8.78;50;30;-85.5297;-42.0908;173.4;-0.869887;-17.2173
8.79;50;30;-85.5384;-42.2629;173.7;-0.728511;-17.3528
8.8;50;30;-85.5457;-42.4365;174;-0.622319;-17.4525
8.81;50;30;-85.5519;-42.611;174.3;-0.560235;-17.5074
8.82;50;30;-85.5575;-42.7861;174.6;-0.547237;-17.513
8.83;50;30;-85.563;-42.9612;174.9;-0.583918;-17.469
8.84;50;30;-85.5688;-43.1359;175.2;-0.666435;-17.3794
8.85;50;30;-85.5755;-43.3097;175.5;-0.786857;-17.2524
8.86;50;30;-85.5834;-43.4822;175.8;-0.933878;-17.0997
8.87;50;30;-85.5927;-43.6532;176.1;-1.09383;-16.9349
8.88;50;30;-85.6036;-43.8226;176.4;-1.25188;-16.7729
8.89;50;30;-85.6162;-43.9903;176.7;-1.39339;-16.6285
8.9;50;30;-85.6301;-44.1566;177;-1.5052;-16.5145
8.91;50;30;-85.6451;-44.3217;177.3;-1.57678;-16.4414
8.92;50;30;-85.6609;-44.4861;177.6;-1.60121;-16.4159
8.93;50;30;-85.6769;-44.6503;177.9;-1.57577;-16.4404
8.94;50;30;-85.6927;-44.8147;178.2;-1.50219;-16.5129
8.95;50;30;-85.7077;-44.9798;178.5;-1.38651;-16.6271
8.96;50;30;-85.7216;-45.1461;178.8;-1.23855;-16.773
8.97;50;30;-85.7339;-45.3138;179.1;-1.07102;-16.9376
8.98;50;30;-85.7447;-45.4832;179.4;-0.898362;-17.1065
8.99;50;30;-85.7536;-45.6543;179.7;-0.735516;-17.2646
9;50;30;-85.761;-45.8269;180;-0.596532;-17.398
9.01;50;30;-85.767;-46.0009;180.3;-0.493327;-17.4949
9.02;50;30;-85.7719;-46.1758;180.6;-0.43462;-17.5468
9.03;50;30;-85.7762;-46.3513;180.9;-0.425149;-17.5492
9.04;50;30;-85.7805;-46.5268;181.2;-0.465254;-17.502
9.05;50;30;-85.7851;-46.7018;181.5;-0.550847;-17.4096
9.06;50;30;-85.7907;-46.8759;181.8;-0.673784;-17.2805
9.07;50;30;-85.7974;-47.0487;182.1;-0.822596;-17.1263
9.08;50;30;-85.8056;-47.22;182.4;-0.98351;-16.9609
9.09;50;30;-85.8155;-47.3896;182.7;-1.14168;-16.7992
9.1;50;30;-85.8269;-47.5576;183;-1.28251;-16.6558
9.11;50;30;-85.8397;-47.7241;183.3;-1.39296;-16.5435
9.12;50;30;-85.8536;-47.8896;183.6;-1.46268;-16.4727
9.13;50;30;-85.8683;-48.0543;183.9;-1.48498;-16.4496
9.14;50;30;-85.8831;-48.2188;184.2;-1.45738;-16.4766
9.15;50;30;-85.8977;-48.3836;184.5;-1.38186;-16.5513
9.16;50;30;-85.9115;-48.5491;184.8;-1.26471;-16.6673
9.17;50;30;-85.9241;-48.7158;185.1;-1.11593;-16.8142
9.18;50;30;-85.9353;-48.8839;185.4;-0.948337;-16.9792
9.19;50;30;-85.9448;-49.0537;185.7;-0.776472;-17.1475
9.2;50;30;-85.9525;-49.2252;186;-0.615241;-17.3043
9.21;50;30;-85.9587;-49.3982;186.3;-0.478611;-17.4356
9.22;50;30;-85.9635;-49.5726;186.6;-0.378344;-17.5298
9.23;50;30;-85.9673;-49.7479;186.9;-0.322952;-17.5787
9.24;50;30;-85.9705;-49.9236;187.2;-0.316932;-17.5779
9.25;50;30;-85.9737;-50.0994;187.5;-0.360371;-17.5277
9.26;50;30;-85.9773;-50.2747;187.8;-0.448937;-17.4327
9.27;50;30;-85.9818;-50.449;188.1;-0.574277;-17.3015
9.28;50;30;-85.9875;-50.622;188.4;-0.72476;-17.1459
9.29;50;30;-85.9948;-50.7935;188.7;-0.88652;-16.9801
9.3;50;30;-86.0036;-50.9633;189;-1.04469;-16.8187
9.31;50;30;-86.0141;-51.1315;189.3;-1.18473;-16.6764
9.32;50;30;-86.0259;-51.2983;189.6;-1.29371;-16.566
9.33;50;30;-86.0389;-51.4639;189.9;-1.36149;-16.4974
9.34;50;30;-86.0525;-51.6289;190.2;-1.38157;-16.4769
9.35;50;30;-86.0663;-51.7937;190.5;-1.35175;-16.5064
9.36;50;30;-86.0798;-51.9587;190.8;-1.27426;-16.5834
9.37;50;30;-86.0925;-52.1246;191.1;-1.1556;-16.7012
9.38;50;30;-86.1041;-52.2916;191.4;-1.00595;-16.8493
9.39;50;30;-86.1142;-52.4601;191.7;-0.838292;-17.0146
9.4;50;30;-86.1225;-52.6302;192;-0.667194;-17.1824
9.41;50;30;-86.1292;-52.802;192.3;-0.507555;-17.3378
9.42;50;30;-86.1343;-52.9754;192.6;-0.373247;-17.467
9.43;50;30;-86.138;-53.1501;192.9;-0.275875;-17.5586
9.44;50;30;-86.1408;-53.3257;193.2;-0.223743;-17.6044
9.45;50;30;-86.143;-53.5017;193.5;-0.221105;-17.6006
9.46;50;30;-86.1452;-53.6777;193.8;-0.267794;-17.5474
9.47;50;30;-86.1479;-53.8532;194.1;-0.359239;-17.4498
9.48;50;30;-86.1515;-54.0277;194.4;-0.486876;-17.3167
9.49;50;30;-86.1564;-54.2009;194.7;-0.638919;-17.1599
9.5;50;30;-86.1628;-54.3725;195;-0.801412;-16.9937
9.51;50;30;-86.1708;-54.5424;195.3;-0.959471;-16.8328
9.52;50;30;-86.1804;-54.7107;195.6;-1.09861;-16.6918
9.53;50;30;-86.1913;-54.8776;195.9;-1.20604;-16.5832
9.54;50;30;-86.2034;-55.0435;196.2;-1.27178;-16.517
9.55;50;30;-86.2161;-55.2086;196.5;-1.28959;-16.4991
9.56;50;30;-86.229;-55.3736;196.8;-1.25749;-16.5311
9.57;50;30;-86.2416;-55.5389;197.1;-1.17798;-16.6104
9.58;50;30;-86.2534;-55.705;197.4;-1.05778;-16.73
9.59;50;30;-86.264;-55.8723;197.7;-0.907256;-16.8792
9.6;50;30;-86.273;-56.0411;198;-0.739507;-17.0449
9.61;50;30;-86.2804;-56.2116;198.3;-0.569164;-17.2122
9.62;50;30;-86.2861;-56.3837;198.6;-0.411098;-17.3663
9.63;50;30;-86.2902;-56.5574;198.9;-0.279087;-17.4934
9.64;50;30;-86.293;-56.7323;199.2;-0.184575;-17.5824
9.65;50;30;-86.2949;-56.9081;199.5;-0.135654;-17.6253
9.66;50;30;-86.2962;-57.0844;199.8;-0.136335;-17.6184
9.67;50;30;-86.2976;-57.2606;200.1;-0.186197;-17.5623
9.68;50;30;-86.2994;-57.4362;200.4;-0.28043;-17.4623
9.69;50;30;-86.3022;-57.6108;200.7;-0.410265;-17.3273
9.7;50;30;-86.3064;-57.7841;201;-0.563764;-17.1694
9.71;50;30;-86.312;-57.9558;201.3;-0.726883;-17.0028
9.72;50;30;-86.3193;-58.1258;201.6;-0.884726;-16.8425
9.73;50;30;-86.3281;-58.2942;201.9;-1.02287;-16.7028
9.74;50;30;-86.3383;-58.4613;202.2;-1.12865;-16.5962
9.75;50;30;-86.3496;-58.6272;202.5;-1.19228;-16.5324
9.76;50;30;-86.3615;-58.7925;202.8;-1.20775;-16.5171
9.77;50;30;-86.3736;-58.9577;203.1;-1.17333;-16.5518
9.78;50;30;-86.3854;-59.1232;203.4;-1.09177;-16.6334
9.79;50;30;-86.3963;-59.2896;203.7;-0.970003;-16.7548
9.8;50;30;-86.406;-59.4571;204;-0.818596;-16.9051
9.81;50;30;-86.4142;-59.6262;204.3;-0.650751;-17.0711
9.82;50;30;-86.4207;-59.7969;204.6;-0.481153;-17.2379
9.83;50;30;-86.4255;-59.9693;204.9;-0.32465;-17.3906
9.84;50;30;-86.4287;-60.1432;205.2;-0.194916;-17.5158
9.85;50;30;-86.4307;-60.3183;205.5;-0.103234;-17.6021
9.86;50;30;-86.4317;-60.4943;205.8;-0.05748;-17.6421
9.87;50;30;-86.4323;-60.6708;206.1;-0.0614217;-17.6322
9.88;50;30;-86.4329;-60.8471;206.4;-0.114386;-17.5733
9.89;50;30;-86.434;-61.0228;206.7;-0.211325;-17.4709
9.9;50;30;-86.4362;-61.1975;207;-0.343266;-17.334
9.91;50;30;-86.4396;-61.3709;207.3;-0.498121;-17.1751
9.92;50;30;-86.4446;-61.5426;207.6;-0.661765;-17.0084
9.93;50;30;-86.4512;-61.7127;207.9;-0.819293;-16.8487
9.94;50;30;-86.4594;-61.8812;208.2;-0.956346;-16.7104
9.95;50;30;-86.4689;-62.0483;208.5;-1.06039;-16.6059
9.96;50;30;-86.4795;-62.2143;208.8;-1.12185;-16.5445
9.97;50;30;-86.4908;-62.3798;209.1;-1.13492;-16.5319
9.98;50;30;-86.5021;-62.5451;209.4;-1.09815;-16.5692
9.99;50;30;-86.5131;-62.7108;209.7;-1.0145;-16.6531
10;10;0;-86.5232;-62.8773;210;-0.891163;-16.7763
10.01;10;0;-86.5321;-63.0451;210;-0.85671;-16.8099
10.02;10;0;-86.5407;-63.2132;210;-0.822441;-16.8432
10.03;10;0;-86.5489;-63.3816;210;-0.788356;-16.8761
10.04;10;0;-86.5568;-63.5504;210;-0.754453;-16.9086
10.05;10;0;-86.5644;-63.7195;210;-0.720734;-16.9408
10.06;10;0;-86.5716;-63.8889;210;-0.687198;-16.9726
10.07;10;0;-86.5784;-64.0586;210;-0.653844;-17.004
10.08;10;0;-86.585;-64.2287;210;-0.620673;-17.0351
10.09;10;0;-86.5912;-64.399;210;-0.587684;-17.0659
10.1;10;0;-86.5971;-64.5697;210;-0.554876;-17.0963
10.11;10;0;-86.6026;-64.7406;210;-0.52225;-17.1264
10.12;10;0;-86.6078;-64.9119;210;-0.489804;-17.1562
10.13;10;0;-86.6127;-65.0835;210;-0.45754;-17.1856
10.14;10;0;-86.6173;-65.2553;210;-0.425455;-17.2147
10.15;10;0;-86.6216;-65.4275;210;-0.39355;-17.2434
10.16;10;0;-86.6255;-65.5999;210;-0.361825;-17.2718
10.17;10;0;-86.6291;-65.7726;210;-0.330279;-17.2999
10.18;10;0;-86.6324;-65.9456;210;-0.298911;-17.3277
10.19;10;0;-86.6354;-66.1189;210;-0.267722;-17.3552
10.2;10;0;-86.6381;-66.2924;210;-0.236711;-17.3823
10.21;10;0;-86.6405;-66.4663;210;-0.205876;-17.4092
10.22;10;0;-86.6425;-66.6403;210;-0.175219;-17.4357
10.23;10;0;-86.6443;-66.8147;210;-0.144738;-17.4619
10.24;10;0;-86.6457;-66.9893;210;-0.114433;-17.4878
10.25;10;0;-86.6469;-67.1642;210;-0.0843032;-17.5135
10.26;10;0;-86.6477;-67.3393;210;-0.0543485;-17.5388
10.27;10;0;-86.6482;-67.5147;210;-0.0245682;-17.5638
10.28;10;0;-86.6485;-67.6904;210;0.00503824;-17.5885
10.29;10;0;-86.6484;-67.8662;210;0.0344713;-17.613
10.3;10;0;-86.6481;-68.0424;210;0.0637315;-17.6371
10.31;10;0;-86.6475;-68.2188;210;0.0928194;-17.661
10.32;10;0;-86.6465;-68.3954;210;0.121736;-17.6846
10.33;10;0;-86.6453;-68.5722;210;0.15048;-17.7079
10.34;10;0;-86.6438;-68.7493;210;0.179055;-17.7309
10.35;10;0;-86.642;-68.9266;210;0.207459;-17.7537
10.36;10;0;-86.6399;-69.1041;210;0.235694;-17.7762
10.37;10;0;-86.6376;-69.2819;210;0.26376;-17.7984
10.38;10;0;-86.635;-69.4599;210;0.291657;-17.8204
10.39;10;0;-86.632;-69.6381;210;0.319387;-17.8421
10.4;10;0;-86.6288;-69.8165;210;0.34695;-17.8635
10.41;10;0;-86.6254;-69.9951;210;0.374346;-17.8847
10.42;10;0;-86.6216;-70.174;210;0.401577;-17.9056
10.43;10;0;-86.6176;-70.353;210;0.428642;-17.9263
10.44;10;0;-86.6133;-70.5323;210;0.455542;-17.9467
10.45;10;0;-86.6088;-70.7118;210;0.482279;-17.9668
10.46;10;0;-86.6039;-70.8914;210;0.508852;-17.9868
10.47;10;0;-86.5989;-71.0713;210;0.535263;-18.0064
10.48;10;0;-86.5935;-71.2514;210;0.561511;-18.0259
10.49;10;0;-86.5879;-71.4316;210;0.587598;-18.0451
10.5;10;0;-86.582;-71.6121;210;0.613524;-18.064
10.51;10;0;-86.5759;-71.7927;210;0.639291;-18.0828
10.52;10;0;-86.5695;-71.9735;210;0.664897;-18.1013
10.53;10;0;-86.5628;-72.1546;210;0.690345;-18.1195
10.54;10;0;-86.5559;-72.3358;210;0.715635;-18.1376
10.55;10;0;-86.5488;-72.5171;210;0.740768;-18.1554
10.56;10;0;-86.5414;-72.6987;210;0.765744;-18.173
10.57;10;0;-86.5337;-72.8804;210;0.790564;-18.1904
10.58;10;0;-86.5258;-73.0623;210;0.815228;-18.2075
10.59;10;0;-86.5177;-73.2444;210;0.839738;-18.2245
10.6;10;0;-86.5093;-73.4266;210;0.864094;-18.2412
10.61;10;0;-86.5006;-73.6091;210;0.888297;-18.2578
10.62;10;0;-86.4917;-73.7916;210;0.912347;-18.2741
10.63;10;0;-86.4826;-73.9744;210;0.936245;-18.2902
10.64;10;0;-86.4732;-74.1573;210;0.959992;-18.3061
10.65;10;0;-86.4636;-74.3403;210;0.983589;-18.3218
10.66;10;0;-86.4538;-74.5236;210;1.00704;-18.3373
10.67;10;0;-86.4437;-74.7069;210;1.03033;-18.3526
10.68;10;0;-86.4334;-74.8905;210;1.05348;-18.3677
10.69;10;0;-86.4229;-75.0741;210;1.07648;-18.3826
10.7;10;0;-86.4121;-75.258;210;1.09934;-18.3974
10.71;10;0;-86.4011;-75.4419;210;1.12205;-18.4119
10.72;10;0;-86.3899;-75.626;210;1.14461;-18.4263
10.73;10;0;-86.3785;-75.8103;210;1.16703;-18.4404
10.74;10;0;-86.3668;-75.9947;210;1.18931;-18.4544
10.75;10;0;-86.3549;-76.1793;210;1.21144;-18.4682
10.76;10;0;-86.3428;-76.3639;210;1.23343;-18.4818
10.77;10;0;-86.3305;-76.5488;210;1.25527;-18.4953
10.78;10;0;-86.3179;-76.7337;210;1.27698;-18.5086
10.79;10;0;-86.3051;-76.9188;210;1.29854;-18.5217
10.8;10;0;-86.2922;-77.104;210;1.31997;-18.5346
10.81;10;0;-86.279;-77.2894;210;1.34126;-18.5474
10.82;10;0;-86.2655;-77.4748;210;1.36241;-18.56
10.83;10;0;-86.2519;-77.6604;210;1.38342;-18.5724
10.84;10;0;-86.2381;-77.8462;210;1.40429;-18.5847
10.85;10;0;-86.224;-78.032;210;1.42503;-18.5968
10.86;10;0;-86.2098;-78.218;210;1.44563;-18.6087
10.87;10;0;-86.1953;-78.4041;210;1.4661;-18.6205
10.88;10;0;-86.1807;-78.5903;210;1.48644;-18.6321
10.89;10;0;-86.1658;-78.7766;210;1.50664;-18.6436
10.9;10;0;-86.1507;-78.963;210;1.52671;-18.6549
10.91;10;0;-86.1355;-79.1496;210;1.54664;-18.6661
10.92;10;0;-86.12;-79.3362;210;1.56645;-18.6771
10.93;10;0;-86.1043;-79.523;210;1.58613;-18.688
10.94;10;0;-86.0885;-79.7099;210;1.60567;-18.6987
10.95;10;0;-86.0724;-79.8969;210;1.62509;-18.7093
10.96;10;0;-86.0562;-80.084;210;1.64438;-18.7198
10.97;10;0;-86.0397;-80.2712;210;1.66354;-18.7301
10.98;10;0;-86.0231;-80.4585;210;1.68258;-18.7402
10.99;10;0;-86.0063;-80.6459;210;1.70149;-18.7502
11;10;0;-85.9893;-80.8334;210;1.72027;-18.7601
11.01;10;0;-85.9721;-81.021;210;1.73893;-18.7699
11.02;10;0;-85.9547;-81.2087;210;1.75747;-18.7795
11.03;10;0;-85.9371;-81.3965;210;1.77588;-18.789
11.04;10;0;-85.9193;-81.5844;210;1.79417;-18.7984
11.05;10;0;-85.9014;-81.7723;210;1.81234;-18.8076
11.06;10;0;-85.8833;-81.9604;210;1.83039;-18.8167
11.07;10;0;-85.865;-82.1486;210;1.84832;-18.8257
11.08;10;0;-85.8465;-82.3368;210;1.86612;-18.8346
11.09;10;0;-85.8278;-82.5252;210;1.88381;-18.8433
11.1;10;0;-85.809;-82.7136;210;1.90139;-18.8519
11.11;10;0;-85.79;-82.9021;210;1.91884;-18.8604
11.12;10;0;-85.7708;-83.0907;210;1.93618;-18.8688
11.13;10;0;-85.7514;-83.2794;210;1.9534;-18.877
11.14;10;0;-85.7319;-83.4682;210;1.9705;-18.8852
11.15;10;0;-85.7122;-83.657;210;1.98749;-18.8932
11.16;10;0;-85.6923;-83.846;210;2.00437;-18.9012
11.17;10;0;-85.6723;-84.035;210;2.02113;-18.909
11.18;10;0;-85.6521;-84.2241;210;2.03778;-18.9167
11.19;10;0;-85.6317;-84.4132;210;2.05432;-18.9243
11.2;10;0;-85.6111;-84.6025;210;2.07075;-18.9317
11.21;10;0;-85.5904;-84.7918;210;2.08707;-18.9391
11.22;10;0;-85.5696;-84.9812;210;2.10327;-18.9464
11.23;10;0;-85.5485;-85.1707;210;2.11937;-18.9536
11.24;10;0;-85.5273;-85.3602;210;2.13536;-18.9606
11.25;10;0;-85.506;-85.5498;210;2.15124;-18.9676
11.26;10;0;-85.4845;-85.7395;210;2.16702;-18.9745
11.27;10;0;-85.4628;-85.9292;210;2.18268;-18.9812
11.28;10;0;-85.441;-86.119;210;2.19825;-18.9879
11.29;10;0;-85.419;-86.3089;210;2.2137;-18.9945
11.3;10;0;-85.3968;-86.4989;210;2.22905;-19.001
11.31;10;0;-85.3746;-86.6889;210;2.2443;-19.0074
11.32;10;0;-85.3521;-86.8789;210;2.25945;-19.0137
11.33;10;0;-85.3295;-87.0691;210;2.27449;-19.0199
11.34;10;0;-85.3068;-87.2593;210;2.28943;-19.026
11.35;10;0;-85.2839;-87.4495;210;2.30427;-19.032
11.36;10;0;-85.2608;-87.6399;210;2.319;-19.038
11.37;10;0;-85.2376;-87.8302;210;2.33364;-19.0438
11.38;10;0;-85.2143;-88.0207;210;2.34818;-19.0496
11.39;10;0;-85.1908;-88.2112;210;2.36262;-19.0553
11.4;10;0;-85.1672;-88.4017;210;2.37696;-19.0609
11.41;10;0;-85.1434;-88.5923;210;2.3912;-19.0664
11.42;10;0;-85.1195;-88.783;210;2.40535;-19.0718
11.43;10;0;-85.0955;-88.9737;210;2.4194;-19.0772
11.44;10;0;-85.0713;-89.1645;210;2.43335;-19.0825
11.45;10;0;-85.0469;-89.3553;210;2.44721;-19.0877
11.46;10;0;-85.0225;-89.5462;210;2.46098;-19.0928
11.47;10;0;-84.9979;-89.7371;210;2.47465;-19.0978
11.48;10;0;-84.9731;-89.9281;210;2.48822;-19.1028
11.49;10;0;-84.9482;-90.1191;210;2.50171;-19.1077
11.5;10;0;-84.9232;-90.3102;210;2.5151;-19.1125
11.51;10;0;-84.8981;-90.5013;210;2.5284;-19.1173
11.52;10;0;-84.8728;-90.6925;210;2.54161;-19.122
11.53;10;0;-84.8474;-90.8837;210;2.55473;-19.1266
11.54;10;0;-84.8218;-91.075;210;2.56776;-19.1311
11.55;10;0;-84.7961;-91.2663;210;2.5807;-19.1356
11.56;10;0;-84.7703;-91.4577;210;2.59356;-19.14
11.57;10;0;-84.7444;-91.6491;210;2.60632;-19.1443
11.58;10;0;-84.7183;-91.8405;210;2.619;-19.1486
11.59;10;0;-84.6921;-92.032;210;2.63159;-19.1528
11.6;10;0;-84.6658;-92.2235;210;2.64409;-19.1569
11.61;10;0;-84.6394;-92.4151;210;2.65651;-19.161
11.62;10;0;-84.6128;-92.6067;210;2.66884;-19.165
11.63;10;0;-84.5861;-92.7983;210;2.68109;-19.1689
11.64;10;0;-84.5593;-92.99;210;2.69326;-19.1728
11.65;10;0;-84.5324;-93.1818;210;2.70534;-19.1767
11.66;10;0;-84.5053;-93.3735;210;2.71734;-19.1804
11.67;10;0;-84.4782;-93.5653;210;2.72925;-19.1841
11.68;10;0;-84.4509;-93.7572;210;2.74109;-19.1878
11.69;10;0;-84.4235;-93.949;210;2.75284;-19.1914
11.7;10;0;-84.3959;-94.141;210;2.76451;-19.1949
11.71;10;0;-84.3683;-94.3329;210;2.7761;-19.1984
11.72;10;0;-84.3405;-94.5249;210;2.78762;-19.2018
11.73;10;0;-84.3126;-94.7169;210;2.79905;-19.2052
11.74;10;0;-84.2847;-94.909;210;2.8104;-19.2085
11.75;10;0;-84.2565;-95.1011;210;2.82168;-19.2118
11.76;10;0;-84.2283;-95.2932;210;2.83288;-19.215
11.77;10;0;-84.2;-95.4853;210;2.844;-19.2181
11.78;10;0;-84.1716;-95.6775;210;2.85505;-19.2213
11.79;10;0;-84.143;-95.8697;210;2.86601;-19.2243
11.8;10;0;-84.1144;-96.062;210;2.87691;-19.2273
11.81;10;0;-84.0856;-96.2542;210;2.88773;-19.2303
11.82;10;0;-84.0567;-96.4465;210;2.89847;-19.2332
11.83;10;0;-84.0277;-96.6389;210;2.90914;-19.2361
11.84;10;0;-83.9986;-96.8312;210;2.91974;-19.2389
11.85;10;0;-83.9694;-97.0236;210;2.93026;-19.2417
11.86;10;0;-83.9401;-97.216;210;2.94072;-19.2444
11.87;10;0;-83.9107;-97.4085;210;2.95109;-19.2471
11.88;10;0;-83.8812;-97.6009;210;2.9614;-19.2497
11.89;10;0;-83.8516;-97.7934;210;2.97164;-19.2523
11.9;10;0;-83.8219;-97.986;210;2.98181;-19.2548
11.91;10;0;-83.7921;-98.1785;210;2.9919;-19.2573
11.92;10;0;-83.7621;-98.3711;210;3.00193;-19.2598
11.93;10;0;-83.7321;-98.5637;210;3.01189;-19.2622
11.94;10;0;-83.702;-98.7563;210;3.02178;-19.2646
11.95;10;0;-83.6718;-98.949;210;3.0316;-19.267
11.96;10;0;-83.6415;-99.1416;210;3.04135;-19.2693
11.97;10;0;-83.6111;-99.3343;210;3.05104;-19.2715
11.98;10;0;-83.5805;-99.527;210;3.06066;-19.2737
11.99;10;0;-83.5499;-99.7198;210;3.07021;-19.2759
12;10;0;-83.5192;-99.9125;210;3.07969;-19.2781
12.01;10;0;-83.4884;-100.105;210;3.08912;-19.2802
12.02;10;0;-83.4575;-100.298;210;3.09847;-19.2823
12.03;10;0;-83.4266;-100.491;210;3.10776;-19.2843
12.04;10;0;-83.3955;-100.684;210;3.11699;-19.2863
12.05;10;0;-83.3643;-100.877;210;3.12616;-19.2883
12.06;10;0;-83.3331;-101.07;210;3.13526;-19.2902
12.07;10;0;-83.3017;-101.262;210;3.1443;-19.2921
12.08;10;0;-83.2703;-101.455;210;3.15327;-19.294
12.09;10;0;-83.2387;-101.648;210;3.16219;-19.2958
12.1;10;0;-83.2071;-101.841;210;3.17104;-19.2976
12.11;10;0;-83.1754;-102.034;210;3.17983;-19.2994
12.12;10;0;-83.1436;-102.227;210;3.18856;-19.3011
12.13;10;0;-83.1117;-102.42;210;3.19723;-19.3028
12.14;10;0;-83.0797;-102.613;210;3.20584;-19.3045
12.15;10;0;-83.0477;-102.806;210;3.21439;-19.3061
12.16;10;0;-83.0155;-102.999;210;3.22288;-19.3077
12.17;10;0;-82.9833;-103.192;210;3.23132;-19.3093
12.18;10;0;-82.951;-103.386;210;3.23969;-19.3108
12.19;10;0;-82.9186;-103.579;210;3.24801;-19.3124
12.2;10;0;-82.8861;-103.772;210;3.25627;-19.3139
12.21;10;0;-82.8536;-103.965;210;3.26447;-19.3153
12.22;10;0;-82.8209;-104.158;210;3.27262;-19.3168
12.23;10;0;-82.7882;-104.351;210;3.28071;-19.3182
12.24;10;0;-82.7554;-104.544;210;3.28874;-19.3196
12.25;10;0;-82.7225;-104.738;210;3.29672;-19.3209
12.26;10;0;-82.6895;-104.931;210;3.30465;-19.3223
12.27;10;0;-82.6565;-105.124;210;3.31252;-19.3236
12.28;10;0;-82.6234;-105.317;210;3.32033;-19.3248
12.29;10;0;-82.5901;-105.511;210;3.32809;-19.3261
12.3;10;0;-82.5569;-105.704;210;3.3358;-19.3273
12.31;10;0;-82.5235;-105.897;210;3.34345;-19.3285
12.32;10;0;-82.4901;-106.09;210;3.35105;-19.3297
12.33;10;0;-82.4566;-106.284;210;3.3586;-19.3309
12.34;10;0;-82.423;-106.477;210;3.3661;-19.332
12.35;10;0;-82.3893;-106.67;210;3.37354;-19.3331
12.36;10;0;-82.3556;-106.864;210;3.38094;-19.3342
12.37;10;0;-82.3218;-107.057;210;3.38828;-19.3353
12.38;10;0;-82.2879;-107.25;210;3.39557;-19.3363
